transaction_id,account_id,txn_date,category,amount
130,351,2025-06-09,ATM Withdrawal,-1274.74
131,253,2024-11-04,groceries,-258.09
132,121,2024-03-05,Utilities,-1741.87
133,246,2024-05-02,shopping,-2241.02
134,406,2025-03-31,ATM Withdrawal,-1974.52
135,105,2025-05-04,Transfer,3650.19
136,350,2025-05-10,Dining,-1316.05
137,344,2024-01-04,dining ,-1081.68
138,415,2025-03-24,ATM Withdrawal,-1311.87
139,140,2024-03-02,GROCERIES,-2042.8
140,102,2025-03-16,shopping,-1102.78
141,257,2025-04-25,Shopping,-453.6
142,249,2024-07-15,Utilities,-1919.59
143,192,2024-04-15,Transfer,6191.62
144,365,2025-01-23,groceries,-1334.92
145,374,2024-02-07,Transfer,-2503.05
146,115,2024-11-11,Salary Credit,39276.9
147,373,2024-06-29,shopping,-674.67
148,108,2024-08-19,Entertainment,-758.9
149,191,2025-03-25,Dining,-136.45
150,13,2025-06-25,Transfer,11454.96
151,160,2024-08-07,dining ,-2551.88
152,449,2024-06-07,Healthcare,-1449.45
153,208,2025-03-30,GROCERIES,-1169.71
154,333,2024-08-13,shopping,-2843.88
155,51,2024-04-18,dining ,-2661.39
156,298,2025-05-07,Travel,-534.07
157,174,2025-06-24,GROCERIES,-1422.91
158,349,2024-06-06,Dining,-1035.84
159,435,2024-03-27,GROCERIES,-957.58
160,249,2024-03-24,Groceries,-1051.08
161,49,2024-11-22,ATM Withdrawal,-1122.9
162,223,2024-06-17,shopping,-1389.66
163,58,2024-12-05,groceries,-1394.76
164,211,2025-02-17,Healthcare,-2494.36
165,29,2024-01-04,ATM Withdrawal,-473.8
166,300,2025-04-13,dining ,-2070.23
167,146,2024-01-16,Travel,-232.49
168,95,2024-03-03,Shopping,-1413.16
169,9,2025-01-30,Shopping,-2139.01
170,416,2024-12-04,Entertainment,-1712.13
171,392,2025-06-17,shopping,-915.27
172,380,2024-11-05,Healthcare,-1456.32
173,28,2024-08-15,ATM Withdrawal,-2687.06
174,164,2024-12-30,Healthcare,-667.47
175,455,2025-02-19,shopping,-1709.9
176,271,2024-12-31,ATM Withdrawal,-2068.58
177,61,2024-07-20,ATM Withdrawal,-850.78
178,67,2025-06-06,Transfer,11219.68
179,124,2024-06-13,Groceries,-2184.63
180,456,2024-07-07,groceries,-2186.54
181,80,2024-05-31,Dining,-355.83
182,423,2024-06-12,Utilities,-11.17
183,318,2024-04-26,Entertainment,-1124.0
184,432,2024-11-12,ATM Withdrawal,-608.02
185,387,2025-02-01,groceries,-1763.29
186,156,2024-08-22,Travel,-1362.59
187,388,2025-05-17,Dining,-1757.47
188,80,2024-09-15,Transfer,4472.78
189,137,2024-09-11,Entertainment,-712.38
190,100,2024-02-07,Dining,-2915.94
191,63,2025-05-07,Travel,-922.74
192,43,2024-03-21,Healthcare,-255.09
193,88,2024-03-30,ATM Withdrawal,-1611.26
194,57,2025-05-24,Entertainment,-1543.96
195,179,2024-10-10,Utilities,-1043.46
196,34,2024-02-07,dining ,-3316.16
197,29,2024-08-28,ATM Withdrawal,-1389.09
198,464,2024-11-17,GROCERIES,-2113.31
199,42,2024-01-06,Transfer,8811.7
200,35,2025-02-15,Transfer,-4007.37
201,15,2024-12-30,Utilities,-242.92
202,63,2024-01-07,shopping,-1889.17
203,248,2024-12-03,Transfer,7385.67
204,388,2024-05-01,Healthcare,-644.96
205,344,2025-02-04,Utilities,-1632.17
206,272,2024-07-24,Transfer,217.18
207,40,2024-04-20,dining ,-768.19
208,363,2024-10-03,Entertainment,-565.81
209,18,2024-08-29,ATM Withdrawal,-1646.36
210,296,2024-07-05,dining ,-764.2
211,192,2025-04-23,ATM Withdrawal,-35.54
212,413,2024-12-19,ATM Withdrawal,-688.58
213,144,2024-09-22,ATM Withdrawal,-1738.64
214,299,2024-05-03,Utilities,-1317.97
215,206,2024-11-05,ATM Withdrawal,-529.43
216,245,2024-01-14,Transfer,2564.42
217,440,2025-04-27,Utilities,-1955.29
218,334,2024-01-01,Dining,-2608.87
219,195,2025-01-15,Entertainment,-2017.95
220,210,2024-07-07,Salary Credit,26540.04
221,330,2025-01-26,Shopping,-1413.44
222,162,2024-07-16,Entertainment,-1072.35
223,79,2024-01-15,groceries,-632.17
224,219,2025-05-31,Transfer,1128.76
225,32,2025-02-21,shopping,-1919.16
226,80,2024-01-25,Groceries,-1367.1
227,197,2024-01-18,Healthcare,-1272.57
228,373,2024-10-15,Transfer,-8246.85
229,366,2025-06-05,Dining,-93.18
230,123,2024-11-10,Entertainment,-400.87
231,198,2024-01-06,Healthcare,-914.02
232,72,2025-01-16,Transfer,-422.79
233,354,2024-08-21,Groceries,-406.51
234,116,2024-12-14,Dining,-2155.41
235,375,2024-07-09,Transfer,-7342.63
236,395,2024-01-05,Entertainment,-1771.46
237,323,2024-01-11,Dining,-1048.41
238,155,2024-12-10,Shopping,-77.04
239,446,2024-12-12,Dining,-1257.07
240,322,2024-06-24,Shopping,-699.73
241,303,2024-02-14,Salary Credit,40768.78
242,401,2025-02-25,GROCERIES,-1418.93
243,413,2024-03-23,Salary Credit,51956.34
244,37,2024-04-12,Salary Credit,43786.01
245,413,2024-09-03,shopping,-652.83
246,359,2025-01-25,Entertainment,-580.78
247,97,2025-06-26,groceries,-778.53
248,144,2024-12-06,groceries,-1761.72
249,353,2025-06-07,Shopping,-1515.08
250,102,2024-12-21,Shopping,-1180.18
251,212,2025-04-07,Dining,-1767.03
252,323,2024-04-05,Healthcare,-1200.48
253,305,2024-01-31,dining ,-1.36
254,426,2024-12-30,Utilities,-200.71
255,53,2025-06-15,Transfer,-6805.04
256,139,2025-02-05,Entertainment,-36.59
257,461,2024-07-06,shopping,-857.12
258,267,2024-09-23,groceries,-1097.26
259,117,2024-03-02,Utilities,-269.98
260,136,2024-07-04,dining ,-300.97
261,159,2025-01-07,Shopping,-142.71
262,260,2024-03-31,ATM Withdrawal,-428.76
263,134,2024-09-19,Travel,-1750.47
264,292,2024-06-07,Shopping,-1557.73
265,209,2024-09-24,Transfer,897.94
266,286,2025-02-20,dining ,-2249.66
267,73,2025-04-27,dining ,-1596.31
268,292,2024-08-11,Transfer,-3136.89
269,433,2025-03-26,groceries,-2268.41
270,64,2025-01-17,dining ,-1323.84
271,154,2025-05-17,GROCERIES,-1486.21
272,325,2025-02-07,Shopping,-262.22
273,289,2024-10-27,Salary Credit,32870.09
274,316,2025-01-02,Shopping,-213.06
275,262,2024-06-22,Travel,-3074.73
276,320,2025-01-02,Shopping,-455.18
277,286,2025-01-21,Dining,-1258.66
278,35,2024-11-28,Transfer,4937.53
279,352,2024-02-26,Healthcare,-1061.17
280,210,2024-10-09,Shopping,-1041.11
281,25,2025-01-22,Travel,-1631.95
282,192,2024-04-17,Transfer,-1880.59
283,204,2025-03-05,dining ,-803.52
284,41,2025-04-04,Utilities,-873.36
285,467,2024-10-20,Healthcare,-476.74
286,105,2025-06-09,Dining,-31.76
287,155,2025-04-12,,-1968.37
288,207,2024-09-11,Shopping,-954.57
289,390,2025-04-26,shopping,-1827.67
290,348,2025-05-23,shopping,-1546.4
291,361,2024-02-28,Dining,-1434.09
292,111,2025-06-27,ATM Withdrawal,-350.32
293,396,2024-01-03,Dining,-1267.44
294,389,2024-09-21,Healthcare,-1429.03
295,218,2025-05-26,Dining,-3180.61
296,256,2025-01-29,Groceries,-888.59
297,18,2024-05-25,shopping,-1859.0
298,356,2024-12-16,dining ,-1088.51
299,450,2024-04-26,Salary Credit,39381.99
300,222,2024-05-09,dining ,-1982.58
301,253,2025-05-11,Travel,-2902.43
302,234,2024-01-26,dining ,-1435.8
303,39,2025-06-08,Travel,-585.27
304,291,2024-09-04,GROCERIES,-1620.74
305,338,2024-02-05,Utilities,-1451.48
306,435,2025-03-05,Dining,-3194.85
307,436,2024-01-27,Transfer,-2199.24
308,231,2024-06-26,ATM Withdrawal,-2347.22
309,449,2024-05-11,dining ,-1897.82
310,248,2025-03-03,Groceries,-2041.86
311,301,2024-08-04,groceries,-1600.4
312,282,2024-12-22,dining ,-2107.47
313,468,2024-02-09,shopping,-1596.56
314,346,2025-01-14,Travel,-971.06
315,57,2025-01-22,Healthcare,-1320.8
316,34,2024-06-04,Transfer,-4652.15
317,192,2025-04-25,Groceries,-1507.25
318,242,2024-09-13,Dining,-1271.5
319,313,2024-12-29,groceries,-916.88
320,226,2024-04-09,GROCERIES,-1036.55
321,241,2025-05-23,shopping,-1196.76
322,432,2024-05-14,GROCERIES,-402.97
323,157,2024-12-07,groceries,-2121.99
324,231,2024-02-18,GROCERIES,-1513.14
325,261,2024-01-25,ATM Withdrawal,-649.66
326,220,2024-03-10,GROCERIES,-1732.08
327,454,2025-05-28,Healthcare,-742.7
328,451,2024-04-24,Travel,-742.67
329,241,2025-04-24,Utilities,-1537.17
330,211,2024-11-12,Shopping,-2487.56
331,276,2024-02-18,Shopping,-1451.89
332,85,2024-08-28,Travel,-501.71
333,200,2024-09-18,Shopping,-883.37
334,102,2024-05-25,Utilities,-1964.14
335,68,2024-11-25,Utilities,-1563.85
336,45,2025-04-14,GROCERIES,-2063.52
337,275,2025-04-26,ATM Withdrawal,-1554.11
338,1,2024-10-13,Salary Credit,51166.66
339,303,2025-05-01,ATM Withdrawal,-3011.7
340,203,2025-05-18,Healthcare,-17.09
341,172,2024-02-17,shopping,-3366.43
342,361,2024-12-12,Entertainment,-2042.84
343,253,2025-02-25,Travel,-3562.47
344,344,2024-01-09,Shopping,-315.07
345,333,2024-11-24,Salary Credit,48059.61
346,16,2025-05-12,dining ,-1343.44
347,101,2024-05-26,Dining,-1995.19
348,267,2025-04-12,Shopping,-1622.78
349,457,2025-05-23,groceries,-1521.96
350,73,2024-12-12,Dining,-1901.03
351,50,2024-12-09,Transfer,-3452.51
352,441,2024-10-18,shopping,-1607.92
353,453,2024-08-10,GROCERIES,-733.97
354,79,2024-09-03,Groceries,-1087.02
355,188,2024-10-11,Entertainment,-97.0
356,294,2024-09-19,Healthcare,-1250.33
357,92,2025-03-26,Salary Credit,37570.85
358,153,2025-02-23,dining ,-1170.32
359,185,2024-07-08,Utilities,-222.58
360,301,2024-10-06,Utilities,-1182.6
361,145,2024-04-27,Transfer,7699.12
362,193,2024-04-05,shopping,-663.74
363,136,2024-07-20,Transfer,7344.92
364,356,2024-02-01,Utilities,-2021.95
365,72,2025-04-10,Entertainment,-1581.53
366,108,2024-03-09,Travel,-781.09
367,117,2024-06-26,Travel,-633.28
368,424,2024-05-17,shopping,-901.66
369,443,2024-04-22,Shopping,-1146.75
370,235,2024-07-19,Entertainment,-352.88
371,74,2025-01-26,shopping,-315.17
372,354,2025-05-01,Healthcare,-2325.78
373,231,2024-04-12,Travel,-1386.69
374,398,2024-05-10,Utilities,-2304.28
375,169,2024-09-12,Utilities,-2114.11
376,468,2024-06-23,groceries,-918.79
377,378,2025-03-11,Transfer,4107.95
378,105,2024-05-01,,-2069.91
379,340,2024-08-07,Utilities,-1882.78
380,135,2024-10-24,dining ,-2088.67
381,164,2024-07-26,ATM Withdrawal,-1187.82
382,118,2024-12-02,Healthcare,-1328.32
383,320,2025-03-11,Transfer,4839.59
384,124,2024-10-17,Utilities,-582.92
385,299,2024-09-05,shopping,-1132.69
386,273,2025-06-02,Dining,-1055.99
387,352,2025-06-19,Entertainment,-787.13
388,465,2025-06-26,GROCERIES,-1912.03
389,5,2024-01-09,Healthcare,-69.21
390,464,2025-04-01,Transfer,-6012.31
391,52,2025-05-04,ATM Withdrawal,-370.48
392,247,2025-03-14,Transfer,-2713.58
393,160,2025-02-12,Utilities,-1623.75
394,300,2024-07-18,Utilities,-831.87
395,338,2025-01-30,Travel,-1351.83
396,403,2024-11-11,Dining,-1240.91
397,189,2025-03-29,ATM Withdrawal,-326.85
398,437,2024-07-10,Shopping,-1363.99
399,151,2025-02-08,Entertainment,-108.07
400,96,2025-03-03,Entertainment,-1160.61
401,178,2025-03-30,dining ,-74.11
402,248,2024-04-03,Dining,-3045.3
403,313,2025-04-15,Travel,-1975.27
404,390,2024-04-28,GROCERIES,-1421.82
405,106,2025-05-25,ATM Withdrawal,-340.34
406,142,2024-01-22,ATM Withdrawal,-952.02
407,440,2024-05-01,ATM Withdrawal,-989.23
408,206,2024-11-27,Shopping,-1417.71
409,114,2024-10-23,Transfer,-6195.65
410,462,2025-01-10,Salary Credit,46799.01
411,211,2024-08-07,Healthcare,-1508.08
412,462,2024-01-02,Transfer,-6027.39
413,431,2024-12-02,ATM Withdrawal,-625.86
414,425,2024-10-05,Groceries,-242.85
415,273,2024-10-04,Transfer,-10543.64
416,374,2024-07-24,Utilities,-1574.41
417,450,2025-04-30,Travel,-2825.48
418,126,2025-03-07,shopping,-952.73
419,18,2024-04-08,Utilities,-3369.65
420,151,2024-01-22,GROCERIES,-1271.64
421,299,2024-04-08,Dining,-2231.36
422,257,2024-01-27,Transfer,-5494.77
423,38,2025-01-21,ATM Withdrawal,-1096.32
424,263,2024-12-04,Healthcare,-756.48
425,82,2024-09-09,Transfer,7940.73
426,237,2024-11-18,Travel,-1192.02
427,270,2025-03-16,Transfer,-7711.38
428,298,2025-03-28,shopping,-2472.9
429,194,2024-08-24,Utilities,-1579.05
430,192,2024-11-18,Healthcare,-159.87
431,318,2024-11-10,Entertainment,-911.81
432,351,2025-06-01,GROCERIES,-1177.32
433,379,2025-02-19,Transfer,-5037.25
434,157,2024-06-20,groceries,-2386.56
435,199,2025-04-28,Entertainment,-2222.6
436,155,2024-08-04,Salary Credit,43840.69
437,247,2025-02-16,Dining,-3387.09
438,60,2025-06-16,Transfer,-4196.93
439,202,2025-03-16,shopping,-216.84
440,89,2024-02-28,groceries,-203.25
441,250,2024-04-22,Transfer,-1459.78
442,399,2025-03-09,Transfer,-7224.51
443,462,2024-03-08,Shopping,-404.8
444,209,2024-01-07,ATM Withdrawal,-1289.89
445,27,2024-05-20,Groceries,-1925.82
446,107,2024-09-22,Utilities,-630.03
447,50,2024-03-10,ATM Withdrawal,-2794.99
448,356,2024-03-24,Dining,-2147.28
449,461,2024-07-03,Shopping,-1929.46
450,260,2024-11-22,Healthcare,-2281.87
451,83,2024-10-23,Transfer,-1124.61
452,10,2025-03-11,shopping,-1003.29
453,457,2025-06-18,Shopping,-2332.53
454,149,2024-01-19,Entertainment,-1193.67
455,53,2025-01-10,Entertainment,-1868.41
456,83,2024-03-30,Groceries,-2503.36
457,120,2024-07-15,shopping,-1833.26
458,307,2024-07-05,Dining,-968.06
459,418,2025-01-16,Groceries,-1718.14
460,129,2024-05-19,Utilities,-303.9
461,322,2025-05-02,Salary Credit,48922.81
462,31,2024-07-27,Transfer,5452.85
463,5,2025-03-20,Entertainment,-2245.38
464,26,2025-06-02,Travel,-1450.77
465,433,2024-10-05,Travel,-1332.26
466,273,2024-02-25,dining ,-2849.1
467,377,2025-01-17,Dining,-337.95
468,11,2024-08-18,groceries,-2452.92
469,11,2024-07-03,Healthcare,-2381.67
470,398,2024-09-06,GROCERIES,-1960.77
471,49,2024-06-12,Transfer,3786.46
472,73,2024-06-01,Utilities,-1508.43
473,243,2025-06-23,Shopping,-476.14
474,284,2024-05-31,Entertainment,-694.1
475,108,2024-09-06,Healthcare,-1318.3
476,209,2025-01-24,dining ,-404.74
477,316,2024-04-30,Entertainment,-990.0
478,208,2024-12-02,Dining,-208.2
479,180,2025-05-03,Transfer,9904.58
480,34,2025-03-18,GROCERIES,-3177.23
481,212,2024-01-16,Shopping,-269.83
482,376,2024-08-08,ATM Withdrawal,-427.96
483,294,2024-01-01,Transfer,-4850.08
484,418,2024-11-26,Transfer,4724.01
485,60,2024-06-26,Utilities,-2169.79
486,6,2025-05-02,Entertainment,-1781.5
487,257,2024-04-05,Utilities,-288.44
488,84,2025-04-08,dining ,-1352.49
489,278,2024-07-05,Groceries,-187.43
490,424,2025-05-16,dining ,-793.77
491,158,2024-04-18,Groceries,-931.54
492,258,2024-05-26,ATM Withdrawal,-1969.27
493,320,2024-07-10,groceries,-1275.47
494,71,2025-06-21,Shopping,-882.42
495,420,2025-02-03,groceries,-3188.07
496,95,2025-03-20,ATM Withdrawal,-497.24
497,379,2024-10-28,Utilities,-1560.35
498,309,2025-03-09,Utilities,-1901.61
499,66,2024-12-07,Salary Credit,47239.38
500,340,2024-12-29,Healthcare,-492.01
501,92,2025-04-01,Healthcare,-446.07
502,281,2025-06-19,Utilities,-1858.69
503,450,2024-11-09,Healthcare,-2240.76
504,447,2024-08-28,Salary Credit,45469.72
505,408,2024-12-21,Entertainment,-114.16
506,232,2025-02-08,GROCERIES,-1309.06
507,262,2025-06-21,Groceries,-2663.17
508,141,2025-01-15,groceries,-394.3
509,432,2025-06-04,Transfer,-4379.64
510,224,2025-02-02,Groceries,-1351.92
511,362,2025-06-02,Dining,-2279.12
512,169,2025-02-13,shopping,-823.06
513,347,2025-04-27,Healthcare,-1735.41
514,106,2024-04-13,Shopping,-2551.59
515,344,2025-06-24,ATM Withdrawal,-33.92
516,22,2024-07-09,dining ,-119.66
517,50,2025-03-10,Entertainment,-1215.25
518,165,2024-08-01,GROCERIES,-2181.91
519,226,2024-09-06,Utilities,-1599.12
520,333,2025-02-11,shopping,-2262.32
521,169,2024-10-21,dining ,-232.41
522,9,2025-01-25,ATM Withdrawal,-1610.8
523,153,2024-02-13,ATM Withdrawal,-1262.6
524,206,2025-03-30,Dining,-2493.78
525,255,2024-08-10,,-2369.51
526,302,2025-03-05,GROCERIES,-1003.89
527,116,2024-06-04,groceries,-779.17
528,286,2024-11-20,Entertainment,-1111.48
529,296,2024-11-16,Salary Credit,54815.7
530,364,2024-03-17,groceries,-1671.91
531,245,2024-09-15,Groceries,-2963.47
532,380,2024-12-12,Transfer,11421.47
533,104,2025-03-31,Transfer,-736.64
534,334,2025-04-28,Entertainment,-615.58
535,22,2024-07-28,Dining,-132.88
536,49,2024-12-16,shopping,-1961.2
537,405,2024-04-05,Groceries,-208.22
538,223,2025-05-03,Transfer,-7386.9
539,291,2025-04-18,Travel,-1460.6
540,283,2025-06-28,ATM Withdrawal,-1196.05
541,326,2024-09-22,groceries,-349.81
542,115,2024-07-14,Transfer,7126.94
543,84,2025-02-17,dining ,-837.8
544,20,2025-01-29,Transfer,9800.65
545,405,2024-04-25,Dining,-1013.78
546,105,2024-10-21,Transfer,-9267.37
547,270,2024-12-16,groceries,-1462.69
548,213,2024-09-04,ATM Withdrawal,-1828.79
549,76,2024-07-21,Transfer,3245.33
550,194,2024-05-10,Travel,-663.82
551,39,2024-08-12,Dining,-2502.99
552,83,2024-05-14,Utilities,-975.74
553,66,2024-06-12,Utilities,-1857.12
554,386,2024-04-10,Salary Credit,45205.85
555,266,2024-07-24,groceries,-970.33
556,434,2024-12-10,Groceries,-33.35
557,205,2024-07-24,Utilities,-426.71
558,95,2024-03-18,Utilities,-986.62
559,285,2025-03-12,dining ,-1039.03
560,436,2024-08-23,ATM Withdrawal,-500.6
561,250,2024-11-14,groceries,-1422.08
562,9,2024-10-12,Entertainment,-3058.78
563,143,2024-10-02,Transfer,9783.71
564,433,2024-08-26,Travel,-1276.35
565,243,2025-02-15,Entertainment,-1307.6
566,446,2025-04-10,Salary Credit,50614.43
567,239,2025-05-07,shopping,-1476.62
568,6,2024-08-29,Utilities,-1833.19
569,409,2024-07-04,ATM Withdrawal,-1502.17
570,358,2024-02-15,Groceries,-1338.64
571,335,2024-08-29,Shopping,-667.13
572,455,2025-06-24,groceries,-1568.49
573,92,2024-05-21,Travel,-793.49
574,424,2025-04-05,Salary Credit,47494.88
575,109,2025-02-16,dining ,-618.02
576,455,2024-12-25,dining ,-1481.4
577,90,2024-11-04,Transfer,8975.06
578,258,2025-02-16,Dining,-1322.8
579,370,2024-02-23,Groceries,-1243.97
580,37,2024-03-10,Utilities,-1607.72
581,32,2024-04-16,Healthcare,-464.84
582,398,2025-02-21,ATM Withdrawal,-2252.25
583,29,2024-08-23,Shopping,-1866.75
584,288,2024-04-23,Transfer,-3489.75
585,440,2024-01-25,,-289.95
586,288,2024-09-23,Transfer,-4677.0
587,226,2024-08-05,ATM Withdrawal,-223.75
588,196,2024-04-07,Entertainment,-788.83
589,299,2024-01-13,Salary Credit,40267.57
590,268,2025-02-14,Dining,-1017.98
591,235,2025-02-28,groceries,-1025.17
592,72,2024-05-14,groceries,-1639.29
593,311,2024-09-26,Shopping,-1228.12
594,347,2024-05-17,Healthcare,-1561.86
595,332,2024-08-10,Transfer,-5746.55
596,36,2024-02-29,Transfer,-7051.17
597,329,2025-05-30,ATM Withdrawal,-1269.61
598,342,2025-01-27,Entertainment,-877.09
599,86,2025-05-06,ATM Withdrawal,-686.41
600,398,2024-06-10,Dining,-1307.44
601,246,2025-04-20,shopping,-629.1
602,222,2024-10-09,Travel,-1694.01
603,339,2024-04-17,dining ,-1852.8
604,239,2024-06-30,Dining,-45.6
605,255,2025-03-18,Utilities,-1401.15
606,147,2025-02-26,dining ,-47.19
607,435,2025-01-27,Dining,-1631.7
608,454,2024-05-03,Entertainment,-780.11
609,62,2024-12-19,Utilities,-476.21
610,344,2025-05-27,Transfer,-131.34
611,11,2024-01-27,groceries,-1117.04
612,173,2024-06-24,Healthcare,-157.8
613,454,2024-02-13,Transfer,-5557.89
614,82,2024-02-26,Entertainment,-2072.32
615,177,2025-06-27,Shopping,-1555.03
616,103,2024-05-10,Salary Credit,33552.11
617,341,2024-04-07,Utilities,-1076.9
618,218,2024-02-10,Travel,-1812.51
619,278,2025-06-18,Transfer,-4590.83
620,442,2024-09-12,Groceries,-1492.98
621,244,2025-03-07,GROCERIES,-806.47
622,344,2024-05-16,Entertainment,-853.77
623,46,2024-12-15,groceries,-606.35
624,101,2025-04-27,ATM Withdrawal,-1750.81
625,444,2024-12-31,Dining,-1807.58
626,403,2024-10-08,Utilities,-700.34
627,308,2024-04-24,Utilities,-1879.38
628,177,2024-05-07,Shopping,-84.28
629,94,2024-11-21,Transfer,-938.98
630,399,2024-09-02,Entertainment,-181.33
631,368,2024-01-26,dining ,-29.1
632,114,2024-04-16,Utilities,-609.84
633,277,2024-08-23,Transfer,6859.25
634,290,2024-04-07,groceries,-1129.47
635,224,2024-10-28,groceries,-674.48
