customer_id,segment,city,signup_date
166,Retail,Chennai,2022-01-18
167,Premium,Chennai,2022-10-29
168,Premium,Bengaluru,2023-03-30
169,Retail,Kolkata,2024-08-21
170,Business,Hyderabad,2023-09-27
171,Retail,Bengaluru,2024-05-30
172,Retail,Bengaluru,2022-12-10
173,Retail,Delhi,2023-03-26
174,Business,Delhi,2023-02-25
175,Retail,Mumbai,2024-06-06
176,Retail,Mumbai,2024-08-17
177,Retail,Hyderabad,2024-08-20
178,Business,Chennai,2024-01-22
179,Premium,Bengaluru,2023-05-19
180,Premium,Delhi,2023-06-25
181,Premium,Chennai,2024-09-07
182,Premium,Chennai,2022-10-12
183,Retail,Delhi,2022-12-13
184,Retail,Chennai,2024-06-15
185,Premium,Chennai,2023-01-22
186,Premium,Chennai,2022-08-24
187,Retail,Chennai,2023-07-15
188,Retail,Bengaluru,2022-11-22
189,Premium,Mumbai,2024-06-09
190,Retail,Pune,2024-06-28
191,Business,Bengaluru,2022-11-03
192,Retail,Delhi,2023-06-14
193,Retail,Mumbai,2024-09-10
194,Premium,Delhi,2024-01-13
195,Retail,Delhi,2022-08-04
196,Retail,Chennai,2023-08-14
197,Retail,Delhi,2023-09-12
198,Premium,Bengaluru,2023-10-16
199,Retail,Kolkata,2022-01-26
200,Retail,Delhi,2022-10-27
201,Premium,Pune,2024-05-04
202,Business,Pune,2022-08-30
203,Retail,Delhi,2022-10-27
204,Retail,Kolkata,2022-11-19
205,Retail,Hyderabad,2022-06-27
206,Retail,Kolkata,2022-06-05
207,Retail,Pune,2022-12-14
208,Premium,Delhi,2024-05-24
209,Retail,Pune,2022-01-02
210,Retail,Delhi,2022-10-11
211,Premium,Mumbai,2022-03-02
212,Retail,Pune,2023-07-16
213,Retail,Mumbai,2022-09-08
214,Premium,Bengaluru,2024-03-02
215,Premium,Delhi,2023-08-09
216,Premium,Pune,2024-02-23
217,Retail,Bengaluru,2023-09-27
218,Retail,Delhi,2023-03-15
219,Business,Hyderabad,2024-05-10
220,Retail,Hyderabad,2023-04-22
221,Retail,Hyderabad,2024-08-07
222,Retail,Hyderabad,2024-09-21
223,Premium,Kolkata,2023-08-13
224,Business,Pune,2023-11-06
225,Retail,Pune,2022-09-13
226,Business,Hyderabad,2024-03-25
227,Retail,Hyderabad,2023-11-03
228,Retail,Mumbai,2024-06-21
229,Retail,Delhi,2022-09-25
230,Retail,Bengaluru,2024-02-27
231,Retail,Delhi,2023-04-16
232,Retail,Mumbai,2022-07-05
233,Business,Pune,2022-06-21
234,Retail,Bengaluru,2023-07-17
235,Business,Hyderabad,2022-11-16
236,Premium,Pune,2022-04-12
237,Retail,Kolkata,2023-03-04
238,Premium,Hyderabad,2023-10-15
239,Retail,Delhi,2022-11-15
240,Retail,Pune,2024-08-13
241,Premium,Chennai,2024-02-19
242,Premium,Pune,2023-05-28
243,Retail,Bengaluru,2024-07-23
244,Retail,Bengaluru,2023-03-09
245,Retail,Chennai,2022-05-20
246,Premium,Mumbai,2022-02-05
247,Retail,Mumbai,2024-07-27
248,Retail,Chennai,2024-08-17
249,Retail,Chennai,2024-01-10
250,Retail,Hyderabad,2022-04-14
251,Premium,Delhi,2022-10-21
252,Premium,Bengaluru,2022-02-11
253,Retail,Delhi,2022-02-21
254,Retail,Kolkata,2022-09-04
255,Retail,Hyderabad,2023-07-27
256,Premium,Kolkata,2022-03-07
257,Premium,Delhi,2024-09-11
258,Retail,Pune,2023-04-01
259,Retail,Bengaluru,2022-09-21
260,Retail,Bengaluru,2023-06-01
261,Retail,Pune,2024-03-01
262,Premium,Chennai,2022-11-09
263,Retail,Mumbai,2022-02-17
264,Retail,Chennai,2022-02-20
265,Business,Pune,2024-05-01
266,Retail,Bengaluru,2022-04-22
267,Retail,Kolkata,2023-09-28
268,Retail,Chennai,2023-01-20
269,Retail,Bengaluru,2024-02-17
270,Retail,Hyderabad,2022-03-02
271,Retail,Chennai,2024-06-16
272,Retail,Mumbai,2023-11-30
273,Retail,Pune,2023-03-26
274,Retail,Delhi,2022-07-27
275,Premium,Delhi,2024-09-04
276,Retail,Mumbai,2022-10-30
277,Retail,Chennai,2023-05-06
278,Retail,Mumbai,2023-01-30
279,Premium,Bengaluru,2022-08-19
280,Premium,Pune,2023-02-21
281,Retail,Kolkata,2022-06-01
282,Retail,Kolkata,2022-01-02
283,Retail,Kolkata,2022-10-17
284,Retail,Delhi,2022-04-23
285,Retail,Mumbai,2023-02-19
286,Retail,Pune,2024-05-12
287,Retail,Pune,2022-06-12
288,Retail,Kolkata,2022-01-02
289,Retail,Chennai,2022-04-22
290,Retail,Hyderabad,2023-05-24
291,Premium,Delhi,2022-10-02
292,Retail,Delhi,2023-05-05
293,Business,Pune,2022-01-30
294,Retail,Bengaluru,2022-11-30
295,Premium,Bengaluru,2023-02-15
296,Business,Hyderabad,2023-03-08
297,Business,Pune,2023-07-06
298,Premium,Pune,2024-02-20
299,Premium,Hyderabad,2023-04-13
300,Retail,Delhi,2024-04-21
301,Premium,Delhi,2023-06-14
302,Retail,Delhi,2022-09-18
303,Retail,Kolkata,2022-08-18
304,Retail,Mumbai,2022-11-19
305,Premium,Bengaluru,2023-08-21
306,Retail,Mumbai,2022-08-31
307,Retail,Mumbai,2024-07-03
308,Retail,Kolkata,2023-04-25
309,Retail,Kolkata,2024-05-13
310,Retail,Hyderabad,2023-11-15
311,Retail,Chennai,2022-11-30
312,Retail,Mumbai,2022-08-17
313,Retail,Mumbai,2024-01-14
314,Retail,Bengaluru,2022-11-27
315,Retail,Mumbai,2022-09-04
316,Retail,Delhi,2024-07-19
317,Retail,Kolkata,2023-04-28
318,Premium,Chennai,2022-02-18
319,Retail,Pune,2023-05-10
320,Business,Delhi,2023-04-06
321,Business,Hyderabad,2024-05-13
322,Retail,Hyderabad,2023-12-13
323,Retail,Mumbai,2022-07-11
324,Retail,Mumbai,2022-05-31
325,Premium,Pune,2023-08-27
326,Premium,Pune,2022-02-17
327,Premium,Pune,2022-11-16
328,Retail,Chennai,2022-05-19
329,Retail,Delhi,2022-01-21
330,Retail,Chennai,2024-07-07
331,Premium,Bengaluru,2022-03-31
332,Retail,Chennai,2022-01-10
333,Premium,Pune,2024-07-21
334,Premium,Pune,2022-07-08
335,Retail,Chennai,2024-03-27
336,Retail,Hyderabad,2022-02-01
337,Retail,Pune,2022-06-03
338,Premium,Bengaluru,2022-04-21
339,Retail,Pune,2023-12-08
340,Business,Delhi,2023-09-13
341,Retail,Kolkata,2023-04-21
342,Business,Bengaluru,2022-08-30
343,Premium,Kolkata,2022-03-30
344,Retail,Pune,2023-07-24
345,Premium,Bengaluru,2022-08-19
346,Premium,Delhi,2023-08-14
347,Business,Delhi,2023-11-19
348,Retail,Pune,2024-04-29
349,Retail,Chennai,2023-05-09
350,Retail,Pune,2022-01-05
351,Retail,Bengaluru,2022-10-08
352,Retail,Delhi,2024-05-03
353,Retail,Delhi,2023-06-18
354,Retail,Kolkata,2023-09-12
355,Retail,Bengaluru,2023-04-03
356,Retail,Chennai,2022-06-12
357,Premium,Hyderabad,2024-06-15
358,Premium,Pune,2024-02-12
359,Retail,Bengaluru,2024-09-22
360,Retail,Bengaluru,2024-05-05
361,Business,Chennai,2022-10-19
362,Retail,Delhi,2022-09-12
363,Retail,Pune,2022-09-06
364,Retail,Delhi,2024-07-07
365,Premium,Delhi,2023-07-11
366,Retail,Hyderabad,2023-03-31
367,Premium,Hyderabad,2024-08-26
368,Premium,Bengaluru,2023-08-27
369,Retail,Kolkata,2024-06-28
370,Premium,Kolkata,2024-09-11
371,Premium,Chennai,2022-03-21
372,Retail,Chennai,2022-12-28
373,Retail,Bengaluru,2024-01-05
374,Retail,Mumbai,2024-03-24
375,Retail,Hyderabad,2022-05-29
376,Retail,Bengaluru,2022-11-15
377,Business,Bengaluru,2023-07-03
378,Retail,Mumbai,2024-03-10
379,Retail,Mumbai,2022-04-23
380,Premium,Hyderabad,2023-08-24
381,Retail,Chennai,2022-10-24
382,Business,Kolkata,2022-08-05
383,Premium,Chennai,2023-05-31
384,Retail,Delhi,2023-02-19
385,Retail,Bengaluru,2023-09-28
386,Business,Bengaluru,2022-11-14
387,Premium,Hyderabad,2024-04-03
388,Business,Chennai,2022-03-20
389,Retail,Delhi,2024-05-11
390,Premium,Hyderabad,2022-01-30
391,Retail,Bengaluru,2024-01-06
392,Retail,Mumbai,2022-12-13
393,Retail,Mumbai,2023-01-19
394,Premium,Chennai,2022-01-20
395,Retail,Delhi,2023-12-04
396,Retail,Chennai,2022-06-15
397,Premium,Chennai,2023-10-22
398,Retail,Kolkata,2023-12-27
399,Retail,Pune,2024-04-25
400,Retail,Chennai,2023-12-10
